filename,class,ymin,xmin,xmax,ymax,source,track_id,frame_id
gfp_cook1_frame90.jpg,shark,509,1135,1280,671,gfp_cook1,1,3
gfp_cook1_frame120.jpg,shark,162,923,1171,352,gfp_cook1,1,4
gfp_cook1_frame150.jpg,shark,132,604,843,230,gfp_cook1,1,5
gfp_cook1_frame180.jpg,shark,128,361,591,204,gfp_cook1,1,6
gfp_cook1_frame210.jpg,shark,111,100,356,205,gfp_cook1,1,7
gfp_cook1_frame240.jpg,shark,57,0,128,185,gfp_cook1,1,8
gfp_cook1_frame420.jpg,shark,340,870,1090,544,gfp_cook1,4,14
gfp_cook1_frame450.jpg,shark,360,707,1005,565,gfp_cook1,4,15
gfp_cook1_frame480.jpg,shark,274,589,1005,509,gfp_cook1,4,16
gfp_cook1_frame510.jpg,shark,37,720,1280,459,gfp_cook1,4,17
gfp_cook1_frame540.jpg,shark,16,1018,1279,411,gfp_cook1,4,18
gfp_cook1_frame1380.jpg,shark,180,542,918,416,gfp_cook1,9,46
gfp_cook1_frame1410.jpg,shark,126,569,980,433,gfp_cook1,9,47
gfp_cook1_frame1440.jpg,shark,46,553,1035,445,gfp_cook1,9,48
gfp_cook1_frame1470.jpg,shark,103,244,901,440,gfp_cook1,9,49
gfp_cook1_frame1500.jpg,shark,1,0,982,364,gfp_cook1,9,50
gfp_cook1_frame1530.jpg,shark,0,0,675,321,gfp_cook1,9,51
gfp_cook1_frame1560.jpg,shark,0,0,598,194,gfp_cook1,9,52
gfp_cook1_frame1590.jpg,shark,0,368,886,135,gfp_cook1,9,53
gfp_cook1_frame1620.jpg,shark,0,448,1200,168,gfp_cook1,9,54
gfp_cook1_frame2520.jpg,shark,62,0,119,136,gfp_cook1,23,84
gfp_cook1_frame2550.jpg,shark,87,80,233,185,gfp_cook1,23,85
gfp_cook1_frame2580.jpg,shark,121,208,391,204,gfp_cook1,23,86
gfp_cook1_frame2610.jpg,shark,170,377,572,228,gfp_cook1,23,87
gfp_cook1_frame2640.jpg,shark,145,545,753,213,gfp_cook1,23,88
gfp_cook1_frame2670.jpg,shark,150,729,888,212,gfp_cook1,23,89
gfp_cook1_frame2700.jpg,shark,165,862,979,268,gfp_cook1,23,90
gfp_cook1_frame2730.jpg,shark,218,897,969,310,gfp_cook1,23,91
gfp_cook1_frame2760.jpg,shark,272,870,938,345,gfp_cook1,23,92
gfp_cook1_frame2880.jpg,shark,146,134,426,270,gfp_cook1,23,96
gfp_cook1_frame2370.jpg,shark,83,0,141,184,gfp_cook1,24,79
gfp_cook1_frame2400.jpg,shark,59,130,289,160,gfp_cook1,24,80
gfp_cook1_frame2430.jpg,shark,27,263,422,128,gfp_cook1,24,81
gfp_cook1_frame2460.jpg,shark,16,304,463,117,gfp_cook1,24,82
gfp_cook1_frame2490.jpg,shark,6,346,505,107,gfp_cook1,24,83
gfp_cook1_frame2520.jpg,shark,0,387,546,96,gfp_cook1,24,84
gfp_cook1_frame2550.jpg,shark,1,464,694,102,gfp_cook1,24,85
gfp_cook1_frame2580.jpg,shark,2,606,941,135,gfp_cook1,24,86
gfp_cook1_frame2610.jpg,shark,18,844,1081,189,gfp_cook1,24,87
gfp_cook1_frame2640.jpg,shark,94,1015,1127,254,gfp_cook1,24,88
gfp_cook1_frame2670.jpg,shark,212,1099,1225,318,gfp_cook1,24,89
gfp_cook1_frame2610.jpg,shark,161,184,330,238,gfp_cook1,25,87
gfp_cook1_frame2640.jpg,shark,152,309,520,215,gfp_cook1,25,88
gfp_cook1_frame2670.jpg,shark,119,529,710,200,gfp_cook1,25,89
gfp_cook1_frame2700.jpg,shark,101,730,829,177,gfp_cook1,25,90
gfp_cook1_frame2730.jpg,shark,125,764,863,201,gfp_cook1,25,91
gfp_cook1_frame2760.jpg,shark,129,734,866,231,gfp_cook1,25,92
gfp_cook1_frame2790.jpg,shark,113,734,856,230,gfp_cook1,25,93
gfp_cook1_frame2820.jpg,shark,43,725,922,198,gfp_cook1,25,94
gfp_cook1_frame2850.jpg,shark,2,699,904,157,gfp_cook1,25,95
gfp_cook1_frame2880.jpg,shark,0,249,701,104,gfp_cook1,25,96
gfp_cook1_frame2640.jpg,shark,123,127,360,214,gfp_cook1,30,88
gfp_cook1_frame2670.jpg,shark,46,319,596,137,gfp_cook1,30,89
gfp_cook1_frame2700.jpg,shark,1,510,831,92,gfp_cook1,30,90
gfp_cook1_frame2730.jpg,shark,0,704,939,126,gfp_cook1,30,91
gfp_cook1_frame2760.jpg,shark,57,833,995,243,gfp_cook1,30,92
gfp_cook1_frame2790.jpg,shark,160,861,1000,330,gfp_cook1,30,93
gfp_cook1_frame2820.jpg,shark,233,857,986,364,gfp_cook1,32,94
gfp_cook1_frame2850.jpg,shark,180,801,1007,349,gfp_cook1,32,95
gfp_cook1_frame2880.jpg,shark,103,757,1007,308,gfp_cook1,32,96
gfp_cook1_frame2910.jpg,shark,96,796,1065,330,gfp_cook1,32,97
gfp_cook1_frame2940.jpg,shark,0,737,1280,272,gfp_cook1,32,98
gfp_cook1_frame2970.jpg,shark,0,883,1280,306,gfp_cook1,32,99
gfp_cook1_frame3270.jpg,shark,238,4,448,400,gfp_cook1,37,109
gfp_cook1_frame3300.jpg,shark,183,582,884,319,gfp_cook1,37,110
gfp_cook1_frame3330.jpg,shark,174,857,1129,371,gfp_cook1,37,111
gfp_cook1_frame3360.jpg,shark,172,745,1276,584,gfp_cook1,37,112
gfp_cook1_frame3390.jpg,shark,117,419,1253,469,gfp_cook1,37,113
