filename,class,ymin,xmin,xmax,ymax,source,track_id,frame_id
gfp_somoa1_frame480.jpg,shark,174,61,684,491,gfp_somoa1,2,16
gfp_somoa1_frame510.jpg,shark,215,223,877,442,gfp_somoa1,2,17
gfp_somoa1_frame540.jpg,shark,254,656,996,421,gfp_somoa1,2,18
gfp_somoa1_frame570.jpg,shark,274,853,1060,386,gfp_somoa1,2,19
gfp_somoa1_frame600.jpg,shark,247,737,1029,393,gfp_somoa1,2,20
gfp_somoa1_frame630.jpg,shark,255,645,1024,392,gfp_somoa1,2,21
gfp_somoa1_frame660.jpg,shark,215,329,888,417,gfp_somoa1,2,22
gfp_somoa1_frame690.jpg,shark,173,0,401,410,gfp_somoa1,2,23
gfp_somoa1_frame540.jpg,shark,108,2,508,500,gfp_somoa1,4,18
gfp_somoa1_frame570.jpg,shark,0,257,870,415,gfp_somoa1,4,19
gfp_somoa1_frame600.jpg,shark,137,728,1280,414,gfp_somoa1,4,20
gfp_somoa1_frame540.jpg,shark,6,893,1279,294,gfp_somoa1,5,18
gfp_somoa1_frame570.jpg,shark,25,538,1174,358,gfp_somoa1,5,19
gfp_somoa1_frame600.jpg,shark,182,84,767,440,gfp_somoa1,5,20
gfp_somoa1_frame630.jpg,shark,36,0,197,493,gfp_somoa1,5,21
gfp_somoa1_frame870.jpg,shark,131,954,1280,376,gfp_somoa1,9,29
gfp_somoa1_frame900.jpg,shark,20,0,1090,412,gfp_somoa1,9,30
gfp_somoa1_frame1590.jpg,shark,202,0,282,497,gfp_somoa1,15,53
gfp_somoa1_frame1620.jpg,shark,216,1,422,451,gfp_somoa1,15,54
gfp_somoa1_frame1650.jpg,shark,207,65,569,488,gfp_somoa1,15,55
gfp_somoa1_frame1680.jpg,shark,212,0,624,477,gfp_somoa1,15,56
gfp_somoa1_frame1710.jpg,shark,208,150,636,444,gfp_somoa1,15,57
gfp_somoa1_frame1740.jpg,shark,101,331,771,415,gfp_somoa1,15,58
gfp_somoa1_frame1770.jpg,shark,133,507,1009,317,gfp_somoa1,15,59
