filename,class,ymin,xmin,xmax,ymax,source,track_id,frame_id
gfp_bahamas2_frame1110.jpg,shark,395,1,434,718,gfp_bahamas2,8,37
gfp_bahamas2_frame1140.jpg,shark,389,0,721,716,gfp_bahamas2,8,38
gfp_bahamas2_frame1170.jpg,shark,102,62,523,716,gfp_bahamas2,8,39
gfp_bahamas2_frame1200.jpg,shark,367,201,605,592,gfp_bahamas2,8,40
gfp_bahamas2_frame1230.jpg,shark,411,432,656,720,gfp_bahamas2,8,41
gfp_bahamas2_frame1260.jpg,shark,362,325,643,685,gfp_bahamas2,8,42
gfp_bahamas2_frame1290.jpg,shark,350,195,679,718,gfp_bahamas2,8,43
gfp_bahamas2_frame1320.jpg,shark,199,0,529,703,gfp_bahamas2,8,44
gfp_bahamas2_frame1350.jpg,shark,161,0,267,701,gfp_bahamas2,8,45
gfp_bahamas2_frame1410.jpg,shark,482,460,1154,719,gfp_bahamas2,15,47
gfp_bahamas2_frame1440.jpg,shark,393,481,1216,719,gfp_bahamas2,15,48
gfp_bahamas2_frame1470.jpg,shark,488,434,965,719,gfp_bahamas2,15,49
gfp_bahamas2_frame1500.jpg,shark,472,270,954,718,gfp_bahamas2,15,50
gfp_bahamas2_frame1530.jpg,shark,333,105,1004,718,gfp_bahamas2,15,51
gfp_bahamas2_frame1560.jpg,shark,444,749,1188,719,gfp_bahamas2,15,52
gfp_bahamas2_frame1590.jpg,shark,412,504,1274,719,gfp_bahamas2,15,53
gfp_bahamas2_frame1620.jpg,shark,369,362,897,613,gfp_bahamas2,15,54
gfp_bahamas2_frame2040.jpg,shark,371,855,962,435,gfp_bahamas2,18,68
gfp_bahamas2_frame2070.jpg,shark,354,808,942,451,gfp_bahamas2,18,69
gfp_bahamas2_frame2100.jpg,shark,336,789,921,466,gfp_bahamas2,18,70
gfp_bahamas2_frame2130.jpg,shark,318,799,993,470,gfp_bahamas2,18,71
gfp_bahamas2_frame2160.jpg,shark,277,828,1235,513,gfp_bahamas2,18,72
gfp_bahamas2_frame2190.jpg,shark,262,859,1280,550,gfp_bahamas2,18,73
gfp_bahamas2_frame2220.jpg,shark,319,1133,1279,534,gfp_bahamas2,18,74
gfp_bahamas2_frame2250.jpg,shark,314,1091,1279,522,gfp_bahamas2,18,75
gfp_bahamas2_frame2280.jpg,shark,308,1050,1279,511,gfp_bahamas2,18,76
gfp_bahamas2_frame2310.jpg,shark,303,1008,1279,499,gfp_bahamas2,18,77
gfp_bahamas2_frame2340.jpg,shark,300,863,1279,490,gfp_bahamas2,18,78
gfp_bahamas2_frame2370.jpg,shark,323,704,1175,490,gfp_bahamas2,18,79
gfp_bahamas2_frame2400.jpg,shark,323,518,968,502,gfp_bahamas2,18,80
gfp_bahamas2_frame2430.jpg,shark,307,379,806,505,gfp_bahamas2,18,81
gfp_bahamas2_frame2460.jpg,shark,279,192,665,523,gfp_bahamas2,18,82
gfp_bahamas2_frame2490.jpg,shark,255,0,547,540,gfp_bahamas2,18,83
gfp_bahamas2_frame2520.jpg,shark,275,1,432,518,gfp_bahamas2,18,84
gfp_bahamas2_frame2550.jpg,shark,302,1,210,507,gfp_bahamas2,18,85
gfp_bahamas2_frame2580.jpg,shark,329,1,312,496,gfp_bahamas2,18,86
gfp_bahamas2_frame2610.jpg,shark,342,48,423,484,gfp_bahamas2,18,87
gfp_bahamas2_frame2640.jpg,shark,342,204,556,484,gfp_bahamas2,18,88
gfp_bahamas2_frame2670.jpg,shark,360,345,662,463,gfp_bahamas2,18,89
gfp_bahamas2_frame2700.jpg,shark,366,489,786,469,gfp_bahamas2,18,90
gfp_bahamas2_frame2730.jpg,shark,366,601,939,469,gfp_bahamas2,18,91
gfp_bahamas2_frame2760.jpg,shark,328,701,1107,478,gfp_bahamas2,18,92
gfp_bahamas2_frame2790.jpg,shark,307,837,1272,481,gfp_bahamas2,18,93
gfp_bahamas2_frame2820.jpg,shark,307,1023,1272,481,gfp_bahamas2,18,94
gfp_bahamas2_frame2850.jpg,shark,307,1096,1280,481,gfp_bahamas2,18,95
gfp_bahamas2_frame960.jpg,shark,322,138,667,664,gfp_bahamas2,20,32
gfp_bahamas2_frame990.jpg,shark,0,0,561,381,gfp_bahamas2,20,33
gfp_bahamas2_frame1650.jpg,ray,669,1136,1279,711,gfp_bahamas2,24,55
gfp_bahamas2_frame1680.jpg,ray,608,950,1279,714,gfp_bahamas2,24,56
gfp_bahamas2_frame1710.jpg,ray,564,798,1265,710,gfp_bahamas2,24,57
gfp_bahamas2_frame1740.jpg,ray,517,652,1276,710,gfp_bahamas2,24,58
gfp_bahamas2_frame1770.jpg,ray,482,562,1046,679,gfp_bahamas2,24,59
gfp_bahamas2_frame1800.jpg,ray,455,494,905,603,gfp_bahamas2,24,60
