filename,class,ymin,xmin,xmax,ymax,source,track_id,frame_id
gfp_hawaii1_frame420.jpg,shark,182,778,1280,372,gfp_hawaii1,1,14
gfp_hawaii1_frame450.jpg,shark,204,599,1131,379,gfp_hawaii1,1,15
gfp_hawaii1_frame480.jpg,shark,223,476,890,387,gfp_hawaii1,1,16
gfp_hawaii1_frame510.jpg,shark,234,398,607,399,gfp_hawaii1,1,17
gfp_hawaii1_frame540.jpg,shark,257,343,461,381,gfp_hawaii1,1,18
gfp_hawaii1_frame570.jpg,shark,301,394,584,379,gfp_hawaii1,1,19
gfp_hawaii1_frame990.jpg,shark,505,1093,1280,645,gfp_hawaii1,5,33
gfp_hawaii1_frame1020.jpg,shark,435,761,1278,671,gfp_hawaii1,5,34
gfp_hawaii1_frame1050.jpg,shark,459,487,1105,646,gfp_hawaii1,5,35
gfp_hawaii1_frame1080.jpg,shark,482,162,796,683,gfp_hawaii1,5,36
gfp_hawaii1_frame1110.jpg,shark,514,0,526,717,gfp_hawaii1,5,37
gfp_hawaii1_frame1140.jpg,shark,530,0,213,720,gfp_hawaii1,5,38
gfp_hawaii1_frame2460.jpg,shark,288,464,665,376,gfp_hawaii1,16,82
gfp_hawaii1_frame2490.jpg,shark,268,523,766,389,gfp_hawaii1,16,83
gfp_hawaii1_frame2520.jpg,shark,262,629,849,372,gfp_hawaii1,16,84
gfp_hawaii1_frame2550.jpg,shark,255,735,932,354,gfp_hawaii1,16,85
gfp_hawaii1_frame2580.jpg,shark,236,772,1009,361,gfp_hawaii1,16,86
gfp_hawaii1_frame2610.jpg,shark,250,841,1059,364,gfp_hawaii1,16,87
gfp_hawaii1_frame2640.jpg,shark,265,910,1109,366,gfp_hawaii1,16,88
gfp_hawaii1_frame2670.jpg,shark,275,954,1174,391,gfp_hawaii1,16,89
gfp_hawaii1_frame2700.jpg,shark,302,1022,1236,422,gfp_hawaii1,16,90
gfp_hawaii1_frame2730.jpg,shark,341,1123,1280,448,gfp_hawaii1,16,91
gfp_hawaii1_frame2760.jpg,shark,350,1136,1280,470,gfp_hawaii1,16,92
gfp_hawaii1_frame3240.jpg,shark,300,1036,1280,619,gfp_hawaii1,22,108
gfp_hawaii1_frame3270.jpg,shark,121,828,1280,532,gfp_hawaii1,22,109
