filename,class,ymin,xmin,xmax,ymax,source,track_id,frame_id
gfp_jamaica1_frame2790.jpg,shark,461,2,239,698,gfp_jamaica1,12,93
gfp_jamaica1_frame2820.jpg,shark,235,1,633,533,gfp_jamaica1,12,94
gfp_jamaica1_frame2850.jpg,shark,155,1,646,719,gfp_jamaica1,12,95
gfp_jamaica1_frame2940.jpg,shark,481,1,304,718,gfp_jamaica1,13,98
gfp_jamaica1_frame2970.jpg,shark,486,1,514,715,gfp_jamaica1,13,99
gfp_jamaica1_frame3000.jpg,shark,452,221,661,712,gfp_jamaica1,13,100
gfp_jamaica1_frame3030.jpg,shark,285,99,1017,720,gfp_jamaica1,13,101
gfp_jamaica1_frame3060.jpg,shark,231,605,1280,519,gfp_jamaica1,13,102
gfp_jamaica1_frame3390.jpg,shark,125,0,419,683,gfp_jamaica1,16,113
gfp_jamaica1_frame3420.jpg,shark,286,1,711,719,gfp_jamaica1,16,114
gfp_jamaica1_frame3450.jpg,shark,235,2,695,714,gfp_jamaica1,16,115
gfp_jamaica1_frame3480.jpg,shark,237,0,796,719,gfp_jamaica1,16,116
gfp_jamaica1_frame3510.jpg,shark,231,0,775,710,gfp_jamaica1,16,117
gfp_jamaica1_frame3540.jpg,shark,360,1,768,720,gfp_jamaica1,16,118
gfp_jamaica1_frame3570.jpg,shark,353,0,736,720,gfp_jamaica1,16,119
gfp_jamaica1_frame3600.jpg,shark,200,0,761,720,gfp_jamaica1,16,120
gfp_jamaica1_frame3630.jpg,shark,110,1,1160,686,gfp_jamaica1,16,121
gfp_jamaica1_frame3660.jpg,shark,0,0,1280,680,gfp_jamaica1,16,122
gfp_jamaica1_frame3690.jpg,shark,2,483,1279,420,gfp_jamaica1,16,123
gfp_jamaica1_frame3720.jpg,shark,43,791,1280,354,gfp_jamaica1,16,124
gfp_jamaica1_frame3810.jpg,shark,238,0,263,439,gfp_jamaica1,22,127
gfp_jamaica1_frame3840.jpg,shark,188,0,422,462,gfp_jamaica1,22,128
gfp_jamaica1_frame3870.jpg,shark,217,0,525,452,gfp_jamaica1,22,129
gfp_jamaica1_frame3900.jpg,shark,119,104,684,485,gfp_jamaica1,22,130
gfp_jamaica1_frame3930.jpg,shark,206,284,791,480,gfp_jamaica1,22,131
gfp_jamaica1_frame3960.jpg,shark,256,435,934,497,gfp_jamaica1,22,132
gfp_jamaica1_frame3990.jpg,shark,309,584,950,515,gfp_jamaica1,22,133
gfp_jamaica1_frame4020.jpg,shark,300,737,951,528,gfp_jamaica1,22,134
gfp_jamaica1_frame4050.jpg,shark,315,779,958,577,gfp_jamaica1,22,135
gfp_jamaica1_frame4080.jpg,shark,313,736,960,614,gfp_jamaica1,22,136
gfp_jamaica1_frame4110.jpg,shark,293,729,994,657,gfp_jamaica1,22,137
gfp_jamaica1_frame4140.jpg,shark,298,705,1088,719,gfp_jamaica1,22,138
gfp_jamaica1_frame4170.jpg,shark,258,721,1222,718,gfp_jamaica1,22,139
gfp_jamaica1_frame4200.jpg,shark,297,659,1279,717,gfp_jamaica1,22,140
gfp_jamaica1_frame4230.jpg,shark,87,1022,1280,720,gfp_jamaica1,22,141
gfp_jamaica1_frame4260.jpg,shark,189,1063,1280,560,gfp_jamaica1,22,142
gfp_jamaica1_frame3780.jpg,shark,284,698,766,329,gfp_jamaica1,23,126
gfp_jamaica1_frame3810.jpg,shark,277,709,801,328,gfp_jamaica1,23,127
gfp_jamaica1_frame3840.jpg,shark,271,758,861,324,gfp_jamaica1,23,128
gfp_jamaica1_frame3870.jpg,shark,266,757,913,314,gfp_jamaica1,23,129
gfp_jamaica1_frame3900.jpg,shark,257,806,1013,308,gfp_jamaica1,23,130
gfp_jamaica1_frame3930.jpg,shark,241,904,1133,301,gfp_jamaica1,23,131
gfp_jamaica1_frame3960.jpg,shark,230,1010,1233,287,gfp_jamaica1,23,132
gfp_jamaica1_frame3990.jpg,shark,222,1115,1280,279,gfp_jamaica1,23,133
gfp_jamaica1_frame570.jpg,shark,352,2,319,617,gfp_jamaica1,24,19
