filename,class,ymin,xmin,xmax,ymax,source,track_id,frame_id
gfp_belize1_frame720.jpg,shark,513,10,676,718,gfp_belize1,8,24
gfp_belize1_frame750.jpg,shark,508,0,541,718,gfp_belize1,8,25
gfp_belize1_frame780.jpg,shark,491,34,573,718,gfp_belize1,8,26
gfp_belize1_frame810.jpg,shark,419,46,669,716,gfp_belize1,8,27
gfp_belize1_frame840.jpg,shark,451,135,669,716,gfp_belize1,8,28
gfp_belize1_frame870.jpg,shark,483,224,669,716,gfp_belize1,8,29
gfp_belize1_frame900.jpg,shark,515,410,669,716,gfp_belize1,8,30
gfp_belize1_frame930.jpg,shark,475,336,669,716,gfp_belize1,8,31
gfp_belize1_frame960.jpg,shark,435,386,669,716,gfp_belize1,8,32
gfp_belize1_frame990.jpg,shark,310,268,653,719,gfp_belize1,8,33
gfp_belize1_frame1860.jpg,shark,234,669,1279,717,gfp_belize1,16,62
gfp_belize1_frame1890.jpg,shark,256,746,1279,715,gfp_belize1,16,63
gfp_belize1_frame1920.jpg,shark,297,671,1279,615,gfp_belize1,16,64
gfp_belize1_frame1950.jpg,shark,221,641,1279,585,gfp_belize1,16,65
gfp_belize1_frame1980.jpg,shark,153,630,1279,487,gfp_belize1,16,66
gfp_belize1_frame2010.jpg,shark,31,591,995,510,gfp_belize1,16,67
gfp_belize1_frame2040.jpg,shark,31,505,877,531,gfp_belize1,16,68
gfp_belize1_frame2070.jpg,shark,0,346,786,584,gfp_belize1,16,69
gfp_belize1_frame2100.jpg,shark,2,95,786,708,gfp_belize1,16,70
gfp_belize1_frame2130.jpg,shark,451,449,836,708,gfp_belize1,16,71
gfp_belize1_frame2160.jpg,shark,451,456,843,708,gfp_belize1,16,72
gfp_belize1_frame2190.jpg,shark,451,463,850,708,gfp_belize1,16,73
gfp_belize1_frame2220.jpg,shark,451,470,857,708,gfp_belize1,16,74
gfp_belize1_frame2250.jpg,shark,475,552,913,718,gfp_belize1,16,75
gfp_belize1_frame2280.jpg,shark,499,635,969,720,gfp_belize1,16,76
gfp_belize1_frame2310.jpg,shark,222,523,591,282,gfp_belize1,18,77
gfp_belize1_frame2340.jpg,shark,212,464,599,276,gfp_belize1,18,78
gfp_belize1_frame2370.jpg,shark,195,412,543,284,gfp_belize1,18,79
gfp_belize1_frame2400.jpg,shark,189,369,501,271,gfp_belize1,18,80
gfp_belize1_frame2430.jpg,shark,178,326,447,271,gfp_belize1,18,81
gfp_belize1_frame2460.jpg,shark,153,267,425,270,gfp_belize1,18,82
gfp_belize1_frame2490.jpg,shark,121,272,475,239,gfp_belize1,18,83
gfp_belize1_frame2520.jpg,shark,102,342,649,230,gfp_belize1,18,84
gfp_belize1_frame2550.jpg,shark,109,441,824,240,gfp_belize1,18,85
gfp_belize1_frame2580.jpg,shark,113,598,966,227,gfp_belize1,18,86
gfp_belize1_frame2610.jpg,shark,114,777,1112,237,gfp_belize1,18,87
gfp_belize1_frame2640.jpg,shark,100,946,1280,242,gfp_belize1,18,88
